name,year,rate,code
West Virginia,2012,1.8,1925
West Virginia,2011,1.78,1926
West Virginia,2010,1.78,1927
West Virginia,2009,1.77,1928
West Virginia,2008,1.79,1929
West Virginia,2007,1.75,1930
West Virginia,2006,1.72,1931
West Virginia,2005,1.73,1932
West Virginia,2004,1.75,1933
West Virginia,2003,1.72,1934
West Virginia,2002,1.74,1935
West Virginia,2001,1.72,1936
West Virginia,2000,1.7,1937
West Virginia,1999,1.69,1938
West Virginia,1998,1.64,1939
West Virginia,1997,1.58,1940
West Virginia,1996,1.58,1941
West Virginia,1995,1.58,1942
West Virginia,1994,1.64,1943
West Virginia,1993,1.67,1944
West Virginia,1992,1.66,1945
West Virginia,1991,1.7,1946
West Virginia,1990,1.72,1947
West Virginia,1989,1.65,1948
West Virginia,1988,1.68,1949
West Virginia,1987,1.68,1950
West Virginia,1986,1.67,1951
West Virginia,1985,1.69,1952
West Virginia,1984,1.7,1953
West Virginia,1983,1.76,1954
West Virginia,1982,1.8,1955
West Virginia,1981,1.85,1956
West Virginia,1980,1.81,1957
West Virginia,1979,1.77,1958
West Virginia,1978,1.78,1959
West Virginia,1977,1.8,1960
Wisconsin,2016,2.98,1961
Wisconsin,2015,2.98,1962
Wisconsin,2014,2.97,1963
Wisconsin,2013,2.99,1964
Wisconsin,2012,3.02,1965
Wisconsin,2011,2.98,1966
Wisconsin,2010,2.94,1967
Wisconsin,2009,2.96,1968
Wisconsin,2008,3.01,1969
Wisconsin,2007,3,1970
Wisconsin,2006,2.99,1971
Wisconsin,2005,2.95,1972
Wisconsin,2004,2.85,1973
Wisconsin,2003,2.82,1974
Wisconsin,2002,2.82,1975
Wisconsin,2001,2.75,1976
Wisconsin,2000,2.76,1977
Wisconsin,1999,2.72,1978
Wisconsin,1998,2.74,1979
Wisconsin,1997,2.71,1980
Wisconsin,1996,2.65,1981
Wisconsin,1995,2.73,1982
Wisconsin,1994,2.72,1983
Wisconsin,1993,2.71,1984
Wisconsin,1992,2.74,1985
Wisconsin,1991,2.76,1986
Wisconsin,1990,3.07,1987
Wisconsin,1989,2.99,1988
Wisconsin,1988,3.05,1989
Wisconsin,1987,3.14,1990
Wisconsin,1986,3.18,1991
Wisconsin,1985,3.2,1992
Wisconsin,1984,3.21,1993
Wisconsin,1983,3.35,1994
Wisconsin,1982,3.3,1995
Wisconsin,1981,3.48,1996
Wisconsin,1980,3.45,1997
Wisconsin,1979,3.39,1998
Wisconsin,1978,3.31,1999
Wisconsin,1977,3.37,2000
Wyoming,2016,2.67,2001
Wyoming,2015,2.74,2002
Wyoming,2014,2.72,2003
Wyoming,2013,2.67,2004
Wyoming,2012,2.73,2005
Wyoming,2011,2.66,2006
Wyoming,2010,2.66,2007
Wyoming,2009,2.73,2008
Wyoming,2008,2.87,2009
Wyoming,2007,2.8,2010
Wyoming,2006,2.72,2011
Wyoming,2005,2.41,2012
Wyoming,2004,2.58,2013
Wyoming,2003,2.84,2014
Wyoming,2002,2.57,2015
Wyoming,2001,2.53,2016
Wyoming,2000,2.5,2017
Wyoming,1999,2.47,2018
Wyoming,1998,2.36,2019
Wyoming,1997,2.4,2020
Wyoming,1996,2.33,2021
Wyoming,1995,2.29,2022
Wyoming,1994,2.43,2023
Wyoming,1993,2.45,2024
Wyoming,1992,2.56,2025
Wyoming,1991,2.56,2026
Wyoming,1990,2.63,2027
Wyoming,1989,2.5,2028
Wyoming,1988,2.56,2029
Wyoming,1987,2.66,2030
Wyoming,1986,2.73,2031
Wyoming,1985,2.89,2032
Wyoming,1984,2.89,2033
Wyoming,1983,3.01,2034
Wyoming,1982,3.22,2035
Wyoming,1981,3.43,2036
Wyoming,1980,3.41,2037
Wyoming,1979,3.39,2038
Wyoming,1978,3.38,2039
Wyoming,1977,3.29,2040
